-3.085481097591300514e-01,-3.064402500752826386e-01,2.914150910126079852e-01
-3.080512088403050130e-01,-3.105008404764334484e-01,3.032359600497855912e-01
-2.964463799613843986e-01,-3.008257376982079734e-01,2.896865841479255299e-01
-3.057383279639062090e-01,-3.010534050306401532e-01,2.923938147541154664e-01
-2.970329365211523687e-01,-2.985801413565663531e-01,2.861850741817806298e-01
-2.999314055405083446e-01,-3.001200487521814564e-01,3.021738398949272431e-01
-2.923442099726804022e-01,-3.010347492296984173e-01,2.821457812059796066e-01
-2.962189411614519208e-01,-3.194690891940263899e-01,3.024118803328660898e-01
-2.983382206642600787e-01,-2.979028161927035900e-01,2.987416938361978080e-01
-3.202545186400985733e-01,-2.879633682429668107e-01,2.983802554589533029e-01
-3.041450171837097871e-01,-2.988281815505812733e-01,2.949811137686348950e-01
-3.006196097544460155e-01,-3.005647665122541112e-01,3.141860968532692033e-01
-2.866013701743073128e-01,-3.049431992885174303e-01,2.945041167045244768e-01
-3.142214230136298747e-01,-2.940602355173618787e-01,3.072814593679197848e-01
-3.016383192236070099e-01,-3.028417761789575224e-01,3.171295365298388846e-01
-2.929042694949779979e-01,-2.925452410935146519e-01,3.132353371075321524e-01
-3.064873199463056253e-01,-3.030625033206467145e-01,3.032741649591172983e-01
-2.996791157551062512e-01,-2.997605053246532036e-01,2.890422753110415965e-01
-3.014494045998787342e-01,-3.020791415226827814e-01,3.045656142913571451e-01
-2.997794974274667346e-01,-2.937070048283636492e-01,3.006689453142817881e-01
-3.007498090397771606e-01,-3.011233842493237223e-01,3.037376964242710087e-01
-3.013576599006297374e-01,-2.985308320408812111e-01,3.028164490283429822e-01
-2.967643784541127983e-01,-3.052470736468937962e-01,3.195772226966940299e-01
-3.001740791168778233e-01,-2.999652611584287532e-01,2.976041067065079981e-01
-3.015575454542477885e-01,-3.230537650072728972e-01,2.921014646437379292e-01
-2.994463753898365388e-01,-2.994788236972595330e-01,3.006178001020459178e-01
-3.011176746598569487e-01,-2.975445283015527020e-01,3.068944432306475734e-01
-3.007330977919889792e-01,-3.019390596440854058e-01,3.101469827147888547e-01
-3.103768603366734435e-01,-3.015266403990933819e-01,3.095204198220539160e-01
-2.979395169760570838e-01,-3.009807423101943380e-01,2.994449626543999043e-01
-2.953419288623874706e-01,-2.949259973320970674e-01,2.960017840079275930e-01
-2.942414070679972293e-01,-2.870969770511125341e-01,3.110024324957789132e-01
-2.995594860962498829e-01,-3.008140880803072958e-01,3.146335777336000117e-01
-3.000124808889633177e-01,-2.999012433789046694e-01,2.999377822965527129e-01
-2.999829358253798262e-01,-2.978218887081547361e-01,2.817496727052011263e-01
-3.124075704308649226e-01,-3.060544412939305570e-01,2.958927828309618757e-01
-3.007797357125889248e-01,-2.997309846407805733e-01,2.944842926819382645e-01
-3.050331550635677624e-01,-2.836163826434493496e-01,2.875903582669895320e-01
-2.858550634235005883e-01,-3.130996614321558402e-01,3.064989573552234781e-01
-3.018638759455207210e-01,-3.049355670658911999e-01,2.864596901997493728e-01
-2.825546855994178763e-01,-3.049397794503712067e-01,2.999245616511705959e-01
-3.122746570872226290e-01,-3.096944816931962996e-01,3.038146990092626121e-01
-3.002083892582710911e-01,-3.003291616967546096e-01,3.002801129821432435e-01
-3.060934561136652299e-01,-2.970748450893910264e-01,2.973724730795172522e-01
-3.024697446623077490e-01,-3.011615086083722637e-01,3.020054981560131857e-01
-3.082115187190415662e-01,-3.117938614651554752e-01,2.965820430725065737e-01
-2.873220093031369493e-01,-3.096382025629121348e-01,3.034853658291973844e-01
-2.929941060456232593e-01,-3.056545767149589921e-01,3.018389649997655355e-01
-2.869400989127218748e-01,-2.904829513640464489e-01,2.879549704718011860e-01
-2.820264606418939612e-01,-3.001302110696300596e-01,2.856703070119534504e-01
